vente_id;produit_id;customer_id;employee_id;date_id;ticket_id
26;6519128868161;CUST-557XHMY632II;6c1c3292c852c6c593b95cc146b00c0e;45518;t_3295
27;4198782535361;CUST-2ZRYLY7EJ5K4;e01e752175e05f00c8314ccb8da4c418;45518;t_1607
28;9092740943545;CUST-TQ00CA6EGUVK;6d0cd9c04db768e471c92be478c88a32;45518;t_4146
29;5294035521468;CUST-EO3442JUPZJ6;78524bb1fe1d5078c33113ddc6ca8f7b;45518;t_242
30;3344819053701;CUST-EZ8VY2XIMYES;af969b090723911e6fd12c8da3b714ad;45518;t_3358
31;8916108363237;CUST-V0Q7K58D2RRP;fa836e3f5faf72d24e079235332169ce;45518;t_1898
32;1367821594772;CUST-EO3442JUPZJ6;78524bb1fe1d5078c33113ddc6ca8f7b;45518;t_242
33;4140872894745;CUST-P1TMR07NW9FQ;af969b090723911e6fd12c8da3b714ad;45518;t_4405
34;9868335026192;CUST-TWVLDW5W0030;dd595f0f0b3400df2908f0be7723dad4;45518;t_3480
35;1173373489840;CUST-TWVLDW5W0030;dd595f0f0b3400df2908f0be7723dad4;45518;t_3480
36;7758083879316;CUST-TWVLDW5W0030;dd595f0f0b3400df2908f0be7723dad4;45518;t_3480
37;991258065869;CUST-0989T7NYS7MC;afb0ad3a096ceea09662ee8692cd5711;45518;t_2602
38;8967511864095;CUST-Z8EPSC843CNY;ccebbeb4d1c9ccf593c4308cef110237;45518;t_308
39;864395966114;CUST-ZRCE07N00E7S;0cb5ad89e8ae7afefa9c17277062db16;45518;t_214
40;1422022567091;CUST-7I1ILC07EL3L;e01e752175e05f00c8314ccb8da4c418;45518;t_4196
41;7195012224366;CUST-5LD7FN0J3T8Z;6fa61d0ecae0b563fef18d36b2039c8e;45518;t_2545
42;7863054013999;CUST-Z8EPSC843CNY;ccebbeb4d1c9ccf593c4308cef110237;45518;t_308
43;7759592678964;CUST-PWLXFL42Y18Z;a7ada0770091e838e3dcd45265282820;45518;t_2216
44;218342754641;CUST-UJLT9BM0A9RY;1c1d83678cc463b52366dae07cd14c8a;45518;t_1740
45;6884175161235;CUST-UJLT9BM0A9RY;1c1d83678cc463b52366dae07cd14c8a;45518;t_1740
46;8265426531458;CUST-P8XJEOWST4M9;43710c31fab3c974c906d48477bd4a83;45518;t_1614
47;3441415501406;CUST-P9QI1QEC02VR;e44eabec860498a79e675200bc8fa455;45518;t_4608
48;6098632528287;CUST-P9QI1QEC02VR;e44eabec860498a79e675200bc8fa455;45518;t_4608
49;9788969246711;CUST-P9QI1QEC02VR;e44eabec860498a79e675200bc8fa455;45518;t_4608
50;2495315089893;CUST-P9QI1QEC02VR;e44eabec860498a79e675200bc8fa455;45518;t_4608
51;1973372831913;CUST-P9QI1QEC02VR;e44eabec860498a79e675200bc8fa455;45518;t_4608
52;8642004161481;CUST-P9QI1QEC02VR;e44eabec860498a79e675200bc8fa455;45518;t_4608
53;8728215492471;CUST-P9QI1QEC02VR;e44eabec860498a79e675200bc8fa455;45518;t_4608
54;3051835662544;CUST-ZSA0GGEFSSLP;c495d16c3108a11ac8318269a85e9706;45518;t_2220
55;9556697816418;CUST-ZSA0GGEFSSLP;c495d16c3108a11ac8318269a85e9706;45518;t_2220
56;63361662855;CUST-O1ONO9MDWOIM;af969b090723911e6fd12c8da3b714ad;45518;t_4396
57;4323806066903;CUST-Y83J382YAIOG;e01e752175e05f00c8314ccb8da4c418;45518;t_2839
58;731884236866;CUST-DN2QO5DR6NCJ;f21c1650dd9340170266d47ec34eb6e8;45518;t_3891
59;1730502382747;CUST-CHEFCUKS5M0V;f491076a1ff2d873ebea809c11144542;45518;t_3590
60;6698366093721;CUST-70YK0M7A37AP;0bedce9aff7fb350ccb27055265c3cd1;45518;t_2849
61;7618548129831;CUST-70YK0M7A37AP;0bedce9aff7fb350ccb27055265c3cd1;45518;t_2849
62;4732563355970;CUST-RKJ856RIT3PH;0bedce9aff7fb350ccb27055265c3cd1;45518;t_2110
63;5066932543485;CUST-TP8Q71Y8RHC7;07c8b678f8e6f0cb04480ef9ebba10ce;45518;t_2787
64;5968080874379;CUST-2L9NQ83CCRXW;9f29007d63c46217deeb64efc81eba9e;45518;t_2815
65;9719914685924;CUST-9WTYBZ97H9IL;b5a8777821fdab1a20a4bc0e5f98dfa0;45518;t_1855
66;8930586063459;CUST-RKJ856RIT3PH;0bedce9aff7fb350ccb27055265c3cd1;45518;t_2110
67;1323500787473;CUST-RKJ856RIT3PH;0bedce9aff7fb350ccb27055265c3cd1;45518;t_2110
68;2410363936124;CUST-N43VH2OYWQQ0;0bedce9aff7fb350ccb27055265c3cd1;45518;t_4210
69;5341456817527;CUST-4H4KTPG29SRL;0bedce9aff7fb350ccb27055265c3cd1;45518;t_1721
70;549647757983;CUST-4H4KTPG29SRL;0bedce9aff7fb350ccb27055265c3cd1;45518;t_1721
71;9456564856963;CUST-7I6N7DE0V09D;f6cd8ba3485769b3ad9bab5b7725858e;45518;t_2996
72;7293627513053;CUST-4H4KTPG29SRL;0bedce9aff7fb350ccb27055265c3cd1;45518;t_1721
73;3167820118179;CUST-A26UA0PS2KBD;6d0cd9c04db768e471c92be478c88a32;45518;t_1144
74;2331161083409;CUST-LNTO896ADS5U;91db02c3032e5a9fcfc581422c44398a;45518;t_4053
75;2682572583071;CUST-XM98W512AXIV;f491076a1ff2d873ebea809c11144542;45518;t_3515
76;1226282628869;CUST-XM98W512AXIV;f491076a1ff2d873ebea809c11144542;45518;t_3515
77;6549321973932;CUST-EL8OPA7I13PJ;89a9efaded9823c38bfd5f70d24e364f;45518;t_4019
78;6932949390873;CUST-0XPQY0ZGC4ZK;ccebbeb4d1c9ccf593c4308cef110237;45518;t_3127
79;6654929513952;CUST-0XPQY0ZGC4ZK;ccebbeb4d1c9ccf593c4308cef110237;45518;t_3127
80;9481182056000;CUST-CY227M2QWP1U;78524bb1fe1d5078c33113ddc6ca8f7b;45518;t_2073
81;2188337247299;CUST-CY227M2QWP1U;78524bb1fe1d5078c33113ddc6ca8f7b;45518;t_2073
82;2343879191192;CUST-BI9FORZJW7LL;6c1c3292c852c6c593b95cc146b00c0e;45518;t_2246
83;5129182497162;CUST-P9A0416UKC84;fa836e3f5faf72d24e079235332169ce;45518;t_890
84;4145639954022;CUST-YBEX6YZC9F50;e2107857114936ec4800f52684dee59f;45518;t_4585
85;3806793869954;CUST-32OA4QDWVGHZ;a0c9a3c869310ffbf3eb6ac24b9a19be;45518;t_917
86;389550736648;CUST-3SO3UHUN1GDS;38680e129f45c49322cb12303b7fb655;45518;t_1285
87;6189780002643;CUST-7482KMR4BLKF;faa8bfc560cae9451761b38ff37e6ee9;45518;t_2782
88;1864205474078;CUST-8LZCONDEGQ2Y;1c1d83678cc463b52366dae07cd14c8a;45518;t_647
89;3889404171273;CUST-N2XKKN2EXQ25;1c1d83678cc463b52366dae07cd14c8a;45518;t_2593
90;5876340801524;CUST-7482KMR4BLKF;faa8bfc560cae9451761b38ff37e6ee9;45518;t_2782
91;7741317058837;CUST-4MOBIPZ8E8DY;528c733809cb51a3634befb260b5d243;45518;t_1678
92;9589626945027;CUST-7482KMR4BLKF;faa8bfc560cae9451761b38ff37e6ee9;45518;t_2782
93;7054115181267;CUST-OLMM5F6T26FL;9bc5a4ce59447208da2fb2912c4fbff7;45518;t_1402
94;6468877418023;CUST-KG89W9I1ZEV4;dd595f0f0b3400df2908f0be7723dad4;45518;t_2112
95;1696687761999;CUST-BVYIANR1ECI0;342281771d02d2096972e38e78e7d6bd;45518;t_2316
96;3656544339426;CUST-HLZOU53U47PS;6c1c3292c852c6c593b95cc146b00c0e;45518;t_4342
97;2627359876712;CUST-WSBGFB8R1REM;a0c9a3c869310ffbf3eb6ac24b9a19be;45518;t_1161
98;3741691608977;CUST-HLZOU53U47PS;6c1c3292c852c6c593b95cc146b00c0e;45518;t_4342
99;69351591985;CUST-FJLA72TO2R4L;af969b090723911e6fd12c8da3b714ad;45518;t_2732
100;9875037427812;CUST-FJLA72TO2R4L;af969b090723911e6fd12c8da3b714ad;45518;t_2732
101;8834895448282;CUST-FJLA72TO2R4L;af969b090723911e6fd12c8da3b714ad;45518;t_2732
102;646152733430;CUST-WSBGFB8R1REM;a0c9a3c869310ffbf3eb6ac24b9a19be;45518;t_1161
103;6702705821316;CUST-FJLA72TO2R4L;af969b090723911e6fd12c8da3b714ad;45518;t_2732
104;3037394891154;CUST-FJLA72TO2R4L;af969b090723911e6fd12c8da3b714ad;45518;t_2732
105;1653415321950;CUST-BIVVP3DIQ5LQ;89a9efaded9823c38bfd5f70d24e364f;45518;t_3820
106;6357922475172;CUST-QP6PKZIN0BGY;6bf2742d580924ae05128018a3026aa4;45518;t_730
107;1893156810406;CUST-9BDE9VC5R5QF;3a0271d540734228c98bcfc2fafe8277;45518;t_2055
108;4439480056265;CUST-9BDE9VC5R5QF;3a0271d540734228c98bcfc2fafe8277;45518;t_2055
109;3516215024546;CUST-QL16SGWJTKTN;afb0ad3a096ceea09662ee8692cd5711;45518;t_2845
110;940390096852;CUST-QL16SGWJTKTN;afb0ad3a096ceea09662ee8692cd5711;45518;t_2845
111;6585032832992;CUST-QL16SGWJTKTN;afb0ad3a096ceea09662ee8692cd5711;45518;t_2845
112;428448899843;CUST-QL16SGWJTKTN;afb0ad3a096ceea09662ee8692cd5711;45518;t_2845
113;6740502479832;CUST-UBO8XC72I5HI;38680e129f45c49322cb12303b7fb655;45518;t_4482
114;9095574743030;CUST-QL16SGWJTKTN;afb0ad3a096ceea09662ee8692cd5711;45518;t_2845
115;2689114714179;CUST-PRCV3W7HXV7J;afb0ad3a096ceea09662ee8692cd5711;45518;t_2825
116;1129439053669;CUST-1P5W1EDPW55S;f491076a1ff2d873ebea809c11144542;45518;t_3276
117;1266454999776;CUST-1P5W1EDPW55S;f491076a1ff2d873ebea809c11144542;45518;t_3276
118;4335542981111;CUST-1P5W1EDPW55S;f491076a1ff2d873ebea809c11144542;45518;t_3276
119;6660869201971;CUST-1P5W1EDPW55S;f491076a1ff2d873ebea809c11144542;45518;t_3276
120;1369389293715;CUST-1P5W1EDPW55S;f491076a1ff2d873ebea809c11144542;45518;t_3276
121;8462041098576;CUST-V4T9BZ4ZDQRU;dd595f0f0b3400df2908f0be7723dad4;45518;t_3835
122;3916302194959;CUST-RSMDSVEIYOIA;4efc10ff0f86c772d9949b490eb99ad3;45518;t_3634
123;310794356673;CUST-SSYGRIY26JIT;1c1d83678cc463b52366dae07cd14c8a;45518;t_780
124;7819788948818;CUST-SSYGRIY26JIT;1c1d83678cc463b52366dae07cd14c8a;45518;t_780
125;7102886648623;CUST-V9KUDVQ77YJC;23e50fd96a8129e057a79ba0d5575c93;45518;t_2032
126;958963973467;CUST-RE1777W3K1FX;fa836e3f5faf72d24e079235332169ce;45518;t_2803
127;6601076366130;CUST-RE1777W3K1FX;fa836e3f5faf72d24e079235332169ce;45518;t_2803
128;3611400080062;CUST-EFGUYRNG5RW5;23e50fd96a8129e057a79ba0d5575c93;45518;t_114
129;9835704416176;CUST-BLHBVOIUDKU0;d0921ae8a5b09f5d33e7c405943625d7;45518;t_1175
130;4988278933046;CUST-BLHBVOIUDKU0;d0921ae8a5b09f5d33e7c405943625d7;45518;t_1175
131;5311169215676;CUST-SZZOS1XL2ZQ0;0cb5ad89e8ae7afefa9c17277062db16;45518;t_3233
132;6733844171195;CUST-BLHBVOIUDKU0;d0921ae8a5b09f5d33e7c405943625d7;45518;t_1175
133;6736638790733;CUST-BLHBVOIUDKU0;d0921ae8a5b09f5d33e7c405943625d7;45518;t_1175
134;7423854968764;CUST-WRBIND7QK36I;78524bb1fe1d5078c33113ddc6ca8f7b;45518;t_1849
135;8209853116941;CUST-X424M6KYDWD9;23e50fd96a8129e057a79ba0d5575c93;45518;t_3183
136;9302821665113;CUST-X424M6KYDWD9;23e50fd96a8129e057a79ba0d5575c93;45518;t_3183
137;7560783128587;CUST-X424M6KYDWD9;23e50fd96a8129e057a79ba0d5575c93;45518;t_3183
138;8536439224434;CUST-X424M6KYDWD9;23e50fd96a8129e057a79ba0d5575c93;45518;t_3183
139;1762207727219;CUST-VYZN7GF0UESK;38680e129f45c49322cb12303b7fb655;45518;t_1631
140;6163846323540;CUST-VYZN7GF0UESK;38680e129f45c49322cb12303b7fb655;45518;t_1631
141;7213043327091;CUST-FOUA3U2T4XAZ;37c6a856b2e14217855d808fbc8e56a7;45518;t_3474
142;1744712194305;CUST-7YXTJLHIBW36;37c6a856b2e14217855d808fbc8e56a7;45518;t_3569
143;5338870008456;CUST-7YXTJLHIBW36;37c6a856b2e14217855d808fbc8e56a7;45518;t_3569
144;7451456101122;CUST-4AG0Q6OLZ06H;a7ada0770091e838e3dcd45265282820;45518;t_3124
145;8695771528329;CUST-68UXTFX2C2N8;8f01946521386e040e94d44bbd945671;45518;t_4740
146;1544655672000;CUST-68UXTFX2C2N8;8f01946521386e040e94d44bbd945671;45518;t_4740
147;6542494375430;CUST-68UXTFX2C2N8;8f01946521386e040e94d44bbd945671;45518;t_4740
148;1134224243396;CUST-1UH2P8YV304N;803d880af14752773f6225d55f3bc5b4;45518;t_476
149;8458954058430;CUST-1UH2P8YV304N;803d880af14752773f6225d55f3bc5b4;45518;t_476
150;3112556994590;CUST-68UXTFX2C2N8;8f01946521386e040e94d44bbd945671;45518;t_4740
151;7647114921528;CUST-ORZBLF2LBYSA;8d1001fbad3d2a60ff7530600ed5d55e;45518;t_1999
152;2228683542576;CUST-ORZBLF2LBYSA;8d1001fbad3d2a60ff7530600ed5d55e;45518;t_1999
153;7578217496780;CUST-7QEW0V53L3PX;2477db17c02f512ebc4b20f01a7edb55;45518;t_4472
154;6304942060154;CUST-7QEW0V53L3PX;2477db17c02f512ebc4b20f01a7edb55;45518;t_4472
155;1906376398562;CUST-7QEW0V53L3PX;2477db17c02f512ebc4b20f01a7edb55;45518;t_4472
156;8617589375966;CUST-LOK8H88LKWZ0;0859b70a9ca905a870bfccc5f8440ba1;45518;t_2946
157;7478236641691;CUST-7QEW0V53L3PX;2477db17c02f512ebc4b20f01a7edb55;45518;t_4472
158;4785332650951;CUST-F6U0D13NQ95U;a7ada0770091e838e3dcd45265282820;45518;t_4610
159;2540390671322;CUST-Y9MQQBQ6YSFJ;342281771d02d2096972e38e78e7d6bd;45518;t_617
160;6928056509710;CUST-2VC09HFTKS5R;38680e129f45c49322cb12303b7fb655;45518;t_1550
161;1036647876619;CUST-K64VEEE0H8YV;9f29007d63c46217deeb64efc81eba9e;45518;t_4178
162;4150558650914;CUST-2VC09HFTKS5R;38680e129f45c49322cb12303b7fb655;45518;t_1550
163;3084936648489;CUST-24KSAQV5SS4S;c495d16c3108a11ac8318269a85e9706;45518;t_3823
164;9356972234714;CUST-R7XZ7PCE7D9P;6fa61d0ecae0b563fef18d36b2039c8e;45518;t_93
165;7858224968658;CUST-CUIAQS67JXMO;c12bfad8c0daead5bc1055c814069fe7;45518;t_4561
166;9400358892567;CUST-OZ9LJ04OW0ON;b413ca065a762e8cf2e86cfea8b9c174;45518;t_1818
167;2075176195614;CUST-177YX9HVYKKM;c12bfad8c0daead5bc1055c814069fe7;45518;t_986
168;5659658549118;CUST-177YX9HVYKKM;c12bfad8c0daead5bc1055c814069fe7;45518;t_986
169;9806384309955;CUST-2XILAT99DGOT;38680e129f45c49322cb12303b7fb655;45518;t_3739
170;1387852475512;CUST-OZ9LJ04OW0ON;b413ca065a762e8cf2e86cfea8b9c174;45518;t_1818
171;4695934325493;CUST-177YX9HVYKKM;c12bfad8c0daead5bc1055c814069fe7;45518;t_986
172;4356018223443;CUST-177YX9HVYKKM;c12bfad8c0daead5bc1055c814069fe7;45518;t_986
173;6989453244649;CUST-QM3XQWWGMCYT;803d880af14752773f6225d55f3bc5b4;45518;t_3794
174;2511586916505;CUST-1UH2P8YV304N;803d880af14752773f6225d55f3bc5b4;45518;t_476
175;5719345752182;CUST-1UH2P8YV304N;803d880af14752773f6225d55f3bc5b4;45518;t_476
176;9280997871528;CUST-PN0UHPA1UY28;d0921ae8a5b09f5d33e7c405943625d7;45518;t_1658
177;3363600433004;CUST-1UH2P8YV304N;803d880af14752773f6225d55f3bc5b4;45518;t_476
178;4640317520408;CUST-W3664I8ZSDTX;d0921ae8a5b09f5d33e7c405943625d7;45518;t_3703
179;1600290406648;CUST-ML0LQH40NZRP;a7ada0770091e838e3dcd45265282820;45518;t_2789
180;7544772136605;CUST-1UH2P8YV304N;803d880af14752773f6225d55f3bc5b4;45518;t_476
181;7118849693660;CUST-JU4835K8EFAM;528c733809cb51a3634befb260b5d243;45518;t_2093
182;3841002219303;CUST-TBJB6YNX386K;951e47dfa4c5298382d1b7d750b0b6a2;45518;t_1431
183;6602280161331;CUST-TBJB6YNX386K;951e47dfa4c5298382d1b7d750b0b6a2;45518;t_1431
184;379080845032;CUST-TBJB6YNX386K;951e47dfa4c5298382d1b7d750b0b6a2;45518;t_1431
185;8816807018424;CUST-UR09FXZ5D2KR;951e47dfa4c5298382d1b7d750b0b6a2;45518;t_3123
186;1295050357232;CUST-UR09FXZ5D2KR;951e47dfa4c5298382d1b7d750b0b6a2;45518;t_3123
187;7946834235180;CUST-UR09FXZ5D2KR;951e47dfa4c5298382d1b7d750b0b6a2;45518;t_3123
188;3000660361779;CUST-RT8LHFRG9EQP;2477db17c02f512ebc4b20f01a7edb55;45518;t_2190
189;9215908870773;CUST-E1BQK03GM844;89a9efaded9823c38bfd5f70d24e364f;45518;t_3997
190;1544785504288;CUST-J0OBG0771WI9;e2107857114936ec4800f52684dee59f;45518;t_4183
191;5617425240154;CUST-MMMSW2VZQDHA;f21c1650dd9340170266d47ec34eb6e8;45518;t_1534
192;4973035309182;CUST-H17K6W7ZSKGI;0bedce9aff7fb350ccb27055265c3cd1;45518;t_4075
193;1509611320804;CUST-JKPMPNJFUL41;3a0271d540734228c98bcfc2fafe8277;45518;t_2178
194;6376847394233;CUST-H3OY7XDTRC6Q;342281771d02d2096972e38e78e7d6bd;45518;t_971
195;301228558680;CUST-MCO8247PFKMW;37c6a856b2e14217855d808fbc8e56a7;45518;t_4156
196;5175026021287;CUST-H3OY7XDTRC6Q;342281771d02d2096972e38e78e7d6bd;45518;t_971
197;9808260319343;CUST-5JG9TWYVC416;38680e129f45c49322cb12303b7fb655;45518;t_1485
198;7006198227931;CUST-G1SFYW3VLWIG;07c8b678f8e6f0cb04480ef9ebba10ce;45518;t_4481
199;927098494587;CUST-32OA4QDWVGHZ;a0c9a3c869310ffbf3eb6ac24b9a19be;45518;t_917
200;8936761511756;CUST-NL1PCY4GORUD;0859b70a9ca905a870bfccc5f8440ba1;45518;t_183
201;8977236090640;CUST-3VKVD6V75QAP;578b43483938010803dcdf457753d923;45518;t_302
202;1371934305764;CUST-QX1B8IR5LZ6N;658e6925c1774feb2781a2888c9d4202;45518;t_1741
203;2169497689516;CUST-FJLA72TO2R4L;af969b090723911e6fd12c8da3b714ad;45518;t_2732
204;5012034363983;CUST-FJLA72TO2R4L;af969b090723911e6fd12c8da3b714ad;45518;t_2732
205;6626527281323;CUST-FJLA72TO2R4L;af969b090723911e6fd12c8da3b714ad;45518;t_2732
206;7886255218022;CUST-VDPZWKE2DWAD;b5a8777821fdab1a20a4bc0e5f98dfa0;45518;t_3934
207;2629669101528;CUST-VDPZWKE2DWAD;b5a8777821fdab1a20a4bc0e5f98dfa0;45518;t_3934
208;7338567387468;CUST-72VKN4VTQE9T;578b43483938010803dcdf457753d923;45518;t_257
209;7072081645230;CUST-72VKN4VTQE9T;578b43483938010803dcdf457753d923;45518;t_257
210;774937036705;CUST-NIAVFL15IF40;342281771d02d2096972e38e78e7d6bd;45518;t_1033
211;542098054170;CUST-SZZOS1XL2ZQ0;0cb5ad89e8ae7afefa9c17277062db16;45518;t_3233
212;5609446717521;CUST-HTD8DY0GUN02;4853b03deab973a1a8e466025bce5b52;45518;t_1534
213;6649668224762;CUST-HTD8DY0GUN02;4853b03deab973a1a8e466025bce5b52;45518;t_1534
214;1505460115180;CUST-Q1ITX3E62P49;07c8b678f8e6f0cb04480ef9ebba10ce;45518;t_2833
215;3468114096993;CUST-M96HJQHY1MHI;0859b70a9ca905a870bfccc5f8440ba1;45518;t_4270
216;73545090726;CUST-791JAJIFNP8Q;6d0cd9c04db768e471c92be478c88a32;45518;t_17
217;4507002284892;CUST-CYU5XJX6SCO6;c36c4a024dd3bbe72042482e25923378;45518;t_2695
218;584390245008;CUST-CYU5XJX6SCO6;c36c4a024dd3bbe72042482e25923378;45518;t_2695
219;2879629057850;CUST-SGVC2ZF3BGOW;c495d16c3108a11ac8318269a85e9706;45518;t_3691
220;1038453590686;CUST-OPATLFKFK0DO;0bedce9aff7fb350ccb27055265c3cd1;45518;t_2658
221;3110902936844;CUST-JA1UZ1T3BENR;c12bfad8c0daead5bc1055c814069fe7;45518;t_2003
222;3969541968399;CUST-GGV8UP2RMKGY;ccebbeb4d1c9ccf593c4308cef110237;45518;t_3005
223;3052875137563;CUST-GGV8UP2RMKGY;ccebbeb4d1c9ccf593c4308cef110237;45518;t_3005
224;740732306424;CUST-FO11T0WFF161;43710c31fab3c974c906d48477bd4a83;45518;t_4482
225;4975317097671;CUST-JYTI3TO8UIH1;2477db17c02f512ebc4b20f01a7edb55;45518;t_620
226;33843611770;CUST-7RAT06D0TTSB;faa8bfc560cae9451761b38ff37e6ee9;45518;t_534
227;7141952026316;CUST-7RAT06D0TTSB;faa8bfc560cae9451761b38ff37e6ee9;45518;t_534
228;1744422519212;CUST-DKZ7TPJFYV9H;f491076a1ff2d873ebea809c11144542;45518;t_4314
229;6444525593004;CUST-Z1UKPEQ0YNTZ;3a0271d540734228c98bcfc2fafe8277;45518;t_3484
230;866842076146;CUST-Z1UKPEQ0YNTZ;3a0271d540734228c98bcfc2fafe8277;45518;t_3484
231;2168783397755;CUST-RP9D43BG2Y7T;8f01946521386e040e94d44bbd945671;45518;t_1242
232;2651185108720;CUST-UO7FQQHXHKWB;3a0271d540734228c98bcfc2fafe8277;45518;t_51
233;2928966581587;CUST-UO7FQQHXHKWB;3a0271d540734228c98bcfc2fafe8277;45518;t_51
234;8220758526513;CUST-BQ7HQBQZPJ6O;658e6925c1774feb2781a2888c9d4202;45518;t_2663
235;3271843813089;CUST-HO9X9KYLKMME;3084187cfabdb2a7de260f4387241ccc;45518;t_4439
236;7036456799385;CUST-LXWUOZXLP094;ccebbeb4d1c9ccf593c4308cef110237;45518;t_4574
237;256826607246;CUST-HO9X9KYLKMME;3084187cfabdb2a7de260f4387241ccc;45518;t_4439
238;5049844533602;CUST-6ELU2LORSINF;0cb5ad89e8ae7afefa9c17277062db16;45518;t_3506
239;6858063304566;CUST-HO9X9KYLKMME;3084187cfabdb2a7de260f4387241ccc;45518;t_4439
240;7759394577685;CUST-IOW39CAYMIG1;f491076a1ff2d873ebea809c11144542;45518;t_4396
241;6083087453318;CUST-IOW39CAYMIG1;f491076a1ff2d873ebea809c11144542;45518;t_4396
242;1045198411205;CUST-ZWHAYZ6ECD9Z;c12bfad8c0daead5bc1055c814069fe7;45518;t_2751
243;897840874159;CUST-HGC1E6EEQBFX;951e47dfa4c5298382d1b7d750b0b6a2;45518;t_2842
244;9796910693793;CUST-4AG0Q6OLZ06H;a7ada0770091e838e3dcd45265282820;45518;t_3124
245;2705509648398;CUST-7WVFTK9FIQWG;4853b03deab973a1a8e466025bce5b52;45518;t_2626
246;60795769933;CUST-7WVFTK9FIQWG;4853b03deab973a1a8e466025bce5b52;45518;t_2626
247;1710247315150;CUST-7WVFTK9FIQWG;4853b03deab973a1a8e466025bce5b52;45518;t_2626
248;8205262762081;CUST-LC7QN1FXEO5B;e2107857114936ec4800f52684dee59f;45518;t_2382
249;9137257438438;CUST-GA8IYF0SBU67;f491076a1ff2d873ebea809c11144542;45518;t_2976
250;8529408336213;CUST-ONXLZCZVG32R;23e50fd96a8129e057a79ba0d5575c93;45518;t_2966
251;3134099516648;CUST-L2XUXYMDPEWJ;afb0ad3a096ceea09662ee8692cd5711;45518;t_3603
252;6741561692785;CUST-RE1777W3K1FX;fa836e3f5faf72d24e079235332169ce;45518;t_2803
253;4870326627307;CUST-UBC9XJO9OW77;a7e6deb00de876cafcf64809cd659d0c;45518;t_1673
254;9439733327288;CUST-QIAUZMPCU6L7;c495d16c3108a11ac8318269a85e9706;45518;t_3040
255;1436262922747;CUST-JUWT13VL3VQF;a7ada0770091e838e3dcd45265282820;45518;t_2643
256;5524976180693;CUST-IBP1WPS4FDJP;f491076a1ff2d873ebea809c11144542;45518;t_2803
257;9405484968348;CUST-DQLVK0IW7BXK;fa836e3f5faf72d24e079235332169ce;45518;t_2155
258;2938535470460;CUST-NOE8X8LT2IWH;dd595f0f0b3400df2908f0be7723dad4;45518;t_3596
259;239028133326;CUST-NOE8X8LT2IWH;dd595f0f0b3400df2908f0be7723dad4;45518;t_3596
260;4603300144233;CUST-P0BZD2GKD49V;91db02c3032e5a9fcfc581422c44398a;45518;t_1066
